SalesID,SalePrice
1223650,35217.37
1223651,35217.37
1223652,35217.37
1223653,35217.37
1223665,35217.37
1223667,35217.37
1223670,35217.37
1223672,35217.37
1223679,35217.37
1223680,35217.37
1223691,35217.37
1223692,35217.37
1223696,35217.37
1223707,35217.37
1223718,35217.37
1223720,35217.37
1223724,35217.37
1223725,35217.37
1223727,35217.37
1223728,35217.37
1223733,35217.37
1223734,35217.37
1223737,35217.37
1223740,35217.37
1223764,35217.37
1223769,35217.37
1223770,35217.37
1223773,35217.37
1223779,35217.37
1223780,35217.37
1223788,35217.37
1223789,35217.37
1223790,35217.37
1223791,35217.37
1223794,35217.37
1223795,35217.37
1223796,35217.37
1223808,35217.37
1223809,35217.37
1223813,35217.37
1223814,35217.37
1223816,35217.37
1223817,35217.37
1223818,35217.37
1223819,35217.37
1223820,35217.37
1223823,35217.37
1223824,35217.37
1223834,35217.37
1223869,35217.37
1223872,35217.37
1223873,35217.37
1223875,35217.37
1223883,35217.37
1223884,35217.37
1223892,35217.37
1223893,35217.37
1223894,35217.37
1223895,35217.37
1223896,35217.37
1223897,35217.37
1223903,35217.37
1223909,35217.37
1223911,35217.37
1223913,35217.37
1223918,35217.37
1223919,35217.37
1223941,35217.37
1223943,35217.37
1223948,35217.37
1223949,35217.37
1223957,35217.37
1223958,35217.37
1223980,35217.37
1223990,35217.37
1223991,35217.37
1223995,35217.37
1223996,35217.37
1223997,35217.37
1224003,35217.37
1224004,35217.37
1224006,35217.37
1224012,35217.37
1224024,35217.37
1224037,35217.37
1224041,35217.37
1224043,35217.37
1224044,35217.37
1224045,35217.37
1224046,35217.37
1224047,35217.37
1224057,35217.37
1224065,35217.37
1224072,35217.37
1224083,35217.37
1224084,35217.37
1224085,35217.37
1224092,35217.37
1224101,35217.37
1224110,35217.37
1224122,35217.37
1224129,35217.37
1224131,35217.37
1224132,35217.37
1224139,35217.37
1224140,35217.37
1224152,35217.37
1224156,35217.37
1224159,35217.37
1224162,35217.37
1224166,35217.37
1224167,35217.37
1224185,35217.37
1224209,35217.37
1224225,35217.37
1224233,35217.37
1224234,35217.37
1224235,35217.37
1224236,35217.37
1224237,35217.37
1224238,35217.37
1224241,35217.37
1224243,35217.37
1224245,35217.37
1224246,35217.37
1224249,35217.37
1224250,35217.37
1224258,35217.37
1224262,35217.37
1224264,35217.37
1224267,35217.37
1224268,35217.37
1224269,35217.37
1224270,35217.37
1224283,35217.37
1224287,35217.37
1224288,35217.37
1224300,35217.37
1224302,35217.37
1224317,35217.37
1224318,35217.37
1224327,35217.37
1224330,35217.37
1224331,35217.37
1224332,35217.37
1224345,35217.37
1224348,35217.37
1224349,35217.37
1224355,35217.37
1224356,35217.37
1224357,35217.37
1224359,35217.37
1224360,35217.37
1224361,35217.37
1224362,35217.37
1224363,35217.37
1224367,35217.37
1224371,35217.37
1224385,35217.37
1224388,35217.37
1224389,35217.37
1224390,35217.37
1224391,35217.37
1224392,35217.37
1224397,35217.37
1224398,35217.37
1224400,35217.37
1224401,35217.37
1224408,35217.37
1224409,35217.37
1224410,35217.37
1224413,35217.37
1224420,35217.37
1224421,35217.37
1224422,35217.37
1224432,35217.37
1224455,35217.37
1224456,35217.37
1224457,35217.37
1224459,35217.37
1224460,35217.37
1224461,35217.37
1224462,35217.37
1224463,35217.37
1224464,35217.37
1224467,35217.37
1224468,35217.37
1224469,35217.37
1224473,35217.37
1224474,35217.37
1224477,35217.37
1224478,35217.37
1224479,35217.37
1224483,35217.37
1224487,35217.37
1224489,35217.37
1224490,35217.37
1224502,35217.37
1224503,35217.37
1224505,35217.37
1224507,35217.37
1224511,35217.37
1224512,35217.37
1224513,35217.37
1224515,35217.37
1224516,35217.37
1224523,35217.37
1224526,35217.37
1224527,35217.37
1224529,35217.37
1224530,35217.37
1224536,35217.37
1224538,35217.37
1224541,35217.37
1224558,35217.37
1224559,35217.37
1224561,35217.37
1224565,35217.37
1224568,35217.37
1224587,35217.37
1224588,35217.37
1224589,35217.37
1224590,35217.37
1224591,35217.37
1224595,35217.37
1224668,35217.37
1224709,35217.37
1224710,35217.37
1224711,35217.37
1224712,35217.37
1224713,35217.37
1224714,35217.37
1224716,35217.37
1224718,35217.37
1224719,35217.37
1224721,35217.37
1224727,35217.37
1224728,35217.37
1224729,35217.37
1224730,35217.37
1224731,35217.37
1224734,35217.37
1224735,35217.37
1224738,35217.37
1224752,35217.37
1224764,35217.37
1224766,35217.37
1224767,35217.37
1224768,35217.37
1224769,35217.37
1224793,35217.37
1224810,35217.37
1224811,35217.37
1224815,35217.37
1224816,35217.37
1224820,35217.37
1224826,35217.37
1224827,35217.37
1224829,35217.37
1224830,35217.37
1224839,35217.37
1224843,35217.37
1224871,35217.37
1224872,35217.37
1224873,35217.37
1224875,35217.37
1224876,35217.37
1224878,35217.37
1224884,35217.37
1224885,35217.37
1224886,35217.37
1224888,35217.37
1224889,35217.37
1224892,35217.37
1224896,35217.37
1224899,35217.37
1224900,35217.37
1224901,35217.37
1224902,35217.37
1224903,35217.37
1224904,35217.37
1224905,35217.37
1224910,35217.37
1224911,35217.37
1224912,35217.37
1224914,35217.37
1224915,35217.37
1224917,35217.37
1224918,35217.37
1224919,35217.37
1224920,35217.37
1224921,35217.37
1224923,35217.37
1224924,35217.37
1224928,35217.37
1224932,35217.37
1224933,35217.37
1224934,35217.37
1224935,35217.37
1224940,35217.37
1224941,35217.37
1224943,35217.37
1224944,35217.37
1224948,35217.37
1224950,35217.37
1224951,35217.37
1224952,35217.37
1224953,35217.37
1224954,35217.37
1224955,35217.37
1224956,35217.37
1224958,35217.37
1224959,35217.37
1224961,35217.37
1224973,35217.37
1224977,35217.37
1224979,35217.37
1224980,35217.37
1224981,35217.37
1224982,35217.37
1224983,35217.37
1224986,35217.37
1224991,35217.37
1224992,35217.37
1224995,35217.37
1224997,35217.37
1224999,35217.37
1225000,35217.37
1225002,35217.37
1225003,35217.37
1225004,35217.37
1225005,35217.37
1225008,35217.37
1225009,35217.37
1225024,35217.37
1225028,35217.37
1225030,35217.37
1225031,35217.37
1225034,35217.37
1225035,35217.37
1225036,35217.37
1225038,35217.37
1225043,35217.37
1225044,35217.37
1225045,35217.37
1225046,35217.37
1225048,35217.37
1225051,35217.37
1225052,35217.37
1225053,35217.37
1225055,35217.37
1225056,35217.37
1225062,35217.37
1225063,35217.37
1225064,35217.37
1225065,35217.37
1225066,35217.37
1225080,35217.37
1225082,35217.37
1225083,35217.37
1225084,35217.37
1225085,35217.37
1225086,35217.37
1225088,35217.37
1225095,35217.37
1225096,35217.37
1225097,35217.37
1225101,35217.37
1225103,35217.37
1225105,35217.37
1225107,35217.37
1225109,35217.37
1225111,35217.37
1225114,35217.37
1225116,35217.37
1225117,35217.37
1225118,35217.37
1225119,35217.37
1225120,35217.37
1225121,35217.37
1225122,35217.37
1225123,35217.37
1225126,35217.37
1225127,35217.37
1225130,35217.37
1225131,35217.37
1225132,35217.37
1225135,35217.37
1225136,35217.37
1225137,35217.37
1225138,35217.37
1225144,35217.37
1225148,35217.37
1225150,35217.37
1225151,35217.37
1225157,35217.37
1225160,35217.37
1225162,35217.37
1225163,35217.37
1225164,35217.37
1225165,35217.37
1225169,35217.37
1225178,35217.37
1225189,35217.37
1225208,35217.37
1225231,35217.37
1225232,35217.37
1225233,35217.37
1225234,35217.37
1225235,35217.37
1225237,35217.37
1225241,35217.37
1225242,35217.37
1225243,35217.37
1225244,35217.37
1225245,35217.37
1225304,35217.37
1225305,35217.37
1225325,35217.37
1225338,35217.37
1225339,35217.37
1225340,35217.37
1225341,35217.37
1225351,35217.37
1225357,35217.37
1225358,35217.37
1225364,35217.37
1225366,35217.37
1225380,35217.37
1225381,35217.37
1225388,35217.37
1225420,35217.37
1225425,35217.37
1225431,35217.37
1225435,35217.37
1225436,35217.37
1225437,35217.37
1225453,35217.37
1225454,35217.37
1225455,35217.37
1225456,35217.37
1225457,35217.37
1225463,35217.37
1225467,35217.37
1225469,35217.37
1225470,35217.37
1225471,35217.37
1225473,35217.37
1225475,35217.37
1225478,35217.37
1225482,35217.37
1225485,35217.37
1225486,35217.37
1225487,35217.37
1225492,35217.37
1225503,35217.37
1225504,35217.37
1225516,35217.37
1225526,35217.37
1225544,35217.37
1225563,35217.37
1225565,35217.37
1225566,35217.37
1225567,35217.37
1225586,35217.37
1225597,35217.37
1225598,35217.37
1225605,35217.37
1225608,35217.37
1225612,35217.37
1225622,35217.37
1225636,35217.37
1225640,35217.37
1225650,35217.37
1225724,35217.37
1225730,35217.37
1225732,35217.37
1225733,35217.37
1225734,35217.37
1225737,35217.37
1225739,35217.37
1225749,35217.37
1225773,35217.37
1225782,35217.37
1225783,35217.37
1225784,35217.37
1225791,35217.37
1225807,35217.37
1225808,35217.37
1225810,35217.37
1225811,35217.37
1225821,35217.37
1225822,35217.37
1225823,35217.37
1225828,35217.37
1225829,35217.37
1225842,35217.37
1225843,35217.37
1225847,35217.37
1225854,35217.37
1225855,35217.37
1225856,35217.37
1225859,35217.37
1225874,35217.37
1225877,35217.37
1225878,35217.37
1225905,35217.37
1225906,35217.37
1225916,35217.37
1225918,35217.37
1225923,35217.37
1225924,35217.37
1225933,35217.37
1225934,35217.37
1225945,35217.37
1225946,35217.37
1225947,35217.37
1225950,35217.37
1225952,35217.37
1225971,35217.37
1225979,35217.37
1226000,35217.37
1226012,35217.37
1226013,35217.37
1226015,35217.37
1226016,35217.37
1226017,35217.37
1226018,35217.37
1226021,35217.37
1226027,35217.37
1226028,35217.37
1226029,35217.37
1226032,35217.37
1226038,35217.37
1226039,35217.37
1226045,35217.37
1226046,35217.37
1226048,35217.37
1226053,35217.37
1226060,35217.37
1226061,35217.37
1226062,35217.37
1226063,35217.37
1226066,35217.37
1226068,35217.37
1226072,35217.37
1226083,35217.37
1226087,35217.37
1226089,35217.37
1226090,35217.37
1226091,35217.37
1226093,35217.37
1226095,35217.37
1226096,35217.37
1226098,35217.37
1226099,35217.37
1226100,35217.37
1226101,35217.37
1226105,35217.37
1226107,35217.37
1226109,35217.37
1226110,35217.37
1226133,35217.37
1226138,35217.37
1226144,35217.37
1226152,35217.37
1226154,35217.37
1226155,35217.37
1226159,35217.37
1226160,35217.37
1226167,35217.37
1226171,35217.37
1226184,35217.37
1226189,35217.37
1226191,35217.37
1226194,35217.37
1226195,35217.37
1226201,35217.37
1226202,35217.37
1226205,35217.37
1226246,35217.37
1226264,35217.37
1226266,35217.37
1226267,35217.37
1226272,35217.37
1226278,35217.37
1226286,35217.37
1226292,35217.37
1226324,35217.37
1226325,35217.37
1226332,35217.37
1226337,35217.37
1226340,35217.37
1226341,35217.37
1226342,35217.37
1226344,35217.37
1226345,35217.37
1226350,35217.37
1226366,35217.37
1226369,35217.37
1226370,35217.37
1226371,35217.37
1226373,35217.37
1226376,35217.37
1226377,35217.37
1226382,35217.37
1226386,35217.37
1226396,35217.37
1226399,35217.37
1226404,35217.37
1226405,35217.37
1226406,35217.37
1226407,35217.37
1226408,35217.37
1226410,35217.37
1226414,35217.37
1226415,35217.37
1226420,35217.37
1226421,35217.37
1226422,35217.37
1226424,35217.37
1226425,35217.37
1226426,35217.37
1226427,35217.37
1226428,35217.37
1226429,35217.37
1226433,35217.37
1226436,35217.37
1226437,35217.37
1226439,35217.37
1226440,35217.37
1226441,35217.37
1226442,35217.37
1226453,35217.37
1226455,35217.37
1226457,35217.37
1226458,35217.37
1226459,35217.37
1226466,35217.37
1226468,35217.37
1226469,35217.37
1226470,35217.37
1226471,35217.37
1226476,35217.37
1226478,35217.37
1226485,35217.37
1226493,35217.37
1226499,35217.37
1226500,35217.37
1226501,35217.37
1226502,35217.37
1226506,35217.37
1226510,35217.37
1226513,35217.37
1226526,35217.37
1226529,35217.37
1226535,35217.37
1226544,35217.37
1226545,35217.37
1226549,35217.37
1226552,35217.37
1226555,35217.37
1226579,35217.37
1226587,35217.37
1226590,35217.37
1226592,35217.37
1226593,35217.37
1226602,35217.37
1226607,35217.37
1226609,35217.37
1226610,35217.37
1226611,35217.37
1226625,35217.37
1226627,35217.37
1226639,35217.37
1226640,35217.37
1226641,35217.37
1226645,35217.37
1226647,35217.37
1226648,35217.37
1226649,35217.37
1226650,35217.37
1226656,35217.37
1226657,35217.37
1226658,35217.37
1226659,35217.37
1226667,35217.37
1226670,35217.37
1226675,35217.37
1226677,35217.37
1226678,35217.37
1226699,35217.37
1226700,35217.37
1226701,35217.37
1226702,35217.37
1226703,35217.37
1226710,35217.37
1226711,35217.37
1226713,35217.37
1226715,35217.37
1226732,35217.37
1226733,35217.37
1226734,35217.37
1226735,35217.37
1226736,35217.37
1226737,35217.37
1226739,35217.37
1226740,35217.37
1226743,35217.37
1226745,35217.37
1226746,35217.37
1226748,35217.37
1226750,35217.37
1226751,35217.37
1226752,35217.37
1226753,35217.37
1226754,35217.37
1226755,35217.37
1226756,35217.37
1226757,35217.37
1226762,35217.37
1226765,35217.37
1226766,35217.37
1226768,35217.37
1226769,35217.37
1226771,35217.37
1226772,35217.37
1226773,35217.37
1226774,35217.37
1226775,35217.37
1226776,35217.37
1226781,35217.37
1226782,35217.37
1226794,35217.37
1226795,35217.37
1226797,35217.37
1226798,35217.37
1226800,35217.37
1226805,35217.37
1226809,35217.37
1226810,35217.37
1226811,35217.37
1226817,35217.37
1226818,35217.37
1226819,35217.37
1226820,35217.37
1226821,35217.37
1226822,35217.37
1226824,35217.37
1226827,35217.37
1226830,35217.37
1226833,35217.37
1226835,35217.37
1226836,35217.37
1226837,35217.37
1226846,35217.37
1226847,35217.37
1226851,35217.37
1226852,35217.37
1226854,35217.37
1226857,35217.37
1226858,35217.37
1226859,35217.37
1226860,35217.37
1226861,35217.37
1226865,35217.37
1226866,35217.37
1226867,35217.37
1226868,35217.37
1226873,35217.37
1226874,35217.37
1226879,35217.37
1226883,35217.37
1226884,35217.37
1226885,35217.37
1226887,35217.37
1226889,35217.37
1226893,35217.37
1226895,35217.37
1226899,35217.37
1226901,35217.37
1226902,35217.37
1226904,35217.37
1226907,35217.37
1226911,35217.37
1226912,35217.37
1226913,35217.37
1226914,35217.37
1226915,35217.37
1226919,35217.37
1226921,35217.37
1226930,35217.37
1226932,35217.37
1226934,35217.37
1226935,35217.37
1226936,35217.37
1226942,35217.37
1226952,35217.37
1226953,35217.37
1226954,35217.37
1226955,35217.37
1226957,35217.37
1226958,35217.37
1226959,35217.37
1226968,35217.37
1226993,35217.37
1226995,35217.37
1226998,35217.37
1227003,35217.37
1227014,35217.37
1227019,35217.37
1227021,35217.37
1227024,35217.37
1227027,35217.37
1227030,35217.37
1227038,35217.37
1227041,35217.37
1227052,35217.37
1227053,35217.37
1227060,35217.37
1227062,35217.37
1227069,35217.37
1227074,35217.37
1227081,35217.37
1227082,35217.37
1227083,35217.37
1227086,35217.37
1227087,35217.37
1227088,35217.37
1227099,35217.37
1227110,35217.37
1227111,35217.37
1227113,35217.37
1227115,35217.37
1227117,35217.37
1227135,35217.37
1227136,35217.37
1227137,35217.37
1227139,35217.37
1227140,35217.37
1227150,35217.37
1227151,35217.37
1227153,35217.37
1227154,35217.37
1227162,35217.37
1227163,35217.37
1227164,35217.37
1227167,35217.37
1227168,35217.37
1227172,35217.37
1227173,35217.37
1227174,35217.37
1227175,35217.37
1227185,35217.37
1227187,35217.37
1227192,35217.37
1227193,35217.37
1227225,35217.37
1227226,35217.37
1227227,35217.37
1227228,35217.37
1227229,35217.37
1227230,35217.37
1227241,35217.37
1227243,35217.37
1227244,35217.37
1227245,35217.37
1227246,35217.37
1227247,35217.37
1227255,35217.37
1227264,35217.37
1227272,35217.37
1227275,35217.37
1227279,35217.37
1227280,35217.37
1227284,35217.37
1227291,35217.37
1227297,35217.37
1227301,35217.37
1227306,35217.37
1227307,35217.37
1227312,35217.37
1227313,35217.37
1227321,35217.37
1227336,35217.37
1227337,35217.37
1227344,35217.37
1227355,35217.37
1227356,35217.37
1227359,35217.37
1227360,35217.37
1227361,35217.37
1227362,35217.37
1227365,35217.37
1227366,35217.37
1227367,35217.37
1227369,35217.37
1227370,35217.37
1227371,35217.37
1227380,35217.37
1227381,35217.37
1227385,35217.37
1227386,35217.37
1227395,35217.37
1227396,35217.37
1227398,35217.37
1227416,35217.37
1227422,35217.37
1227423,35217.37
1227428,35217.37
1227435,35217.37
1227436,35217.37
1227437,35217.37
1227441,35217.37
1227442,35217.37
1227450,35217.37
1227453,35217.37
1227454,35217.37
1227455,35217.37
1227456,35217.37
1227457,35217.37
1227459,35217.37
1227463,35217.37
1227468,35217.37
1227472,35217.37
1227490,35217.37
1227497,35217.37
1227499,35217.37
1227510,35217.37
1227511,35217.37
1227512,35217.37
1227514,35217.37
1227515,35217.37
1227526,35217.37
1227527,35217.37
1227530,35217.37
1227539,35217.37
1227550,35217.37
1227553,35217.37
1227560,35217.37
1227564,35217.37
1227566,35217.37
1227567,35217.37
1227572,35217.37
1227574,35217.37
1227575,35217.37
1227578,35217.37
1227579,35217.37
1227597,35217.37
1227598,35217.37
1227601,35217.37
1227602,35217.37
1227603,35217.37
1227606,35217.37
1227607,35217.37
1227612,35217.37
1227613,35217.37
1227614,35217.37
1227615,35217.37
1227616,35217.37
1227617,35217.37
1227618,35217.37
1227620,35217.37
1227622,35217.37
1227629,35217.37
1227644,35217.37
1227645,35217.37
1227646,35217.37
1227647,35217.37
1227654,35217.37
1227662,35217.37
1227670,35217.37
1227674,35217.37
1227681,35217.37
1227684,35217.37
1227686,35217.37
1227687,35217.37
1227688,35217.37
1227697,35217.37
1227698,35217.37
1227699,35217.37
1227700,35217.37
1227706,35217.37
1227707,35217.37
1227709,35217.37
1227711,35217.37
1227725,35217.37
1227727,35217.37
1227738,35217.37
1227739,35217.37
1227743,35217.37
1227745,35217.37
1227757,35217.37
1227766,35217.37
1227767,35217.37
1227769,35217.37
1227771,35217.37
1227774,35217.37
1227777,35217.37
1227783,35217.37
1227784,35217.37
1227785,35217.37
1227786,35217.37
1227787,35217.37
1227788,35217.37
1227791,35217.37
1227795,35217.37
1227800,35217.37
1227956,35217.37
1299054,35217.37
1388471,35217.37
1418180,35217.37
1418358,35217.37
1425987,35217.37
1448270,35217.37
1448710,35217.37
1449103,35217.37
1449143,35217.37
1452887,35217.37
1456353,35217.37
1496612,35217.37
1545673,35217.37
1559573,35217.37
1560008,35217.37
1560232,35217.37
1560566,35217.37
1560606,35217.37
1560610,35217.37
1560611,35217.37
1560612,35217.37
1560613,35217.37
1560684,35217.37
1560690,35217.37
4244561,35217.37
4244638,35217.37
4244640,35217.37
4244671,35217.37
4244700,35217.37
4244739,35217.37
4244741,35217.37
4244743,35217.37
4244746,35217.37
4244852,35217.37
4244853,35217.37
4244856,35217.37
4244863,35217.37
4244866,35217.37
4245052,35217.37
4245136,35217.37
4245137,35217.37
4245139,35217.37
4245354,35217.37
4245575,35217.37
4245632,35217.37
4245743,35217.37
4245793,35217.37
4245794,35217.37
4245944,35217.37
4245947,35217.37
4245953,35217.37
4245959,35217.37
4245979,35217.37
4245980,35217.37
4245983,35217.37
4246003,35217.37
4246198,35217.37
4246204,35217.37
4246214,35217.37
4246219,35217.37
4246246,35217.37
4246247,35217.37
4246248,35217.37
4246251,35217.37
4246253,35217.37
4246254,35217.37
4246298,35217.37
4246299,35217.37
4246326,35217.37
4246333,35217.37
4246342,35217.37
4246386,35217.37
4246393,35217.37
4246418,35217.37
4246423,35217.37
4246428,35217.37
4246429,35217.37
4246448,35217.37
4246451,35217.37
4246468,35217.37
4246478,35217.37
4246479,35217.37
4246498,35217.37
4246525,35217.37
4246562,35217.37
4246566,35217.37
4246630,35217.37
4246635,35217.37
4246648,35217.37
4246651,35217.37
4246701,35217.37
4247000,35217.37
4247074,35217.37
4247192,35217.37
4247367,35217.37
4247453,35217.37
4247499,35217.37
4247530,35217.37
4247583,35217.37
4247592,35217.37
4247594,35217.37
4247600,35217.37
4247616,35217.37
4247617,35217.37
4247644,35217.37
4247654,35217.37
4247655,35217.37
4247659,35217.37
4247688,35217.37
4247764,35217.37
4247766,35217.37
4247769,35217.37
4247770,35217.37
4247803,35217.37
4247809,35217.37
4247861,35217.37
4247911,35217.37
4247914,35217.37
4247917,35217.37
4247977,35217.37
4247990,35217.37
4247993,35217.37
4248028,35217.37
4248064,35217.37
4248065,35217.37
4248094,35217.37
4248095,35217.37
4248102,35217.37
4248139,35217.37
4248141,35217.37
4248144,35217.37
4248149,35217.37
4248198,35217.37
4248200,35217.37
4248244,35217.37
4248267,35217.37
4248318,35217.37
4248321,35217.37
4248484,35217.37
4248485,35217.37
4248487,35217.37
4248492,35217.37
4248642,35217.37
4248685,35217.37
4248778,35217.37
4248779,35217.37
4248790,35217.37
4248798,35217.37
4248802,35217.37
4248941,35217.37
4248947,35217.37
4249030,35217.37
4249037,35217.37
4249056,35217.37
4249077,35217.37
4249081,35217.37
4249083,35217.37
4249087,35217.37
4249130,35217.37
4249143,35217.37
4249145,35217.37
4249287,35217.37
4249394,35217.37
4249428,35217.37
4249436,35217.37
4249438,35217.37
4249440,35217.37
4249479,35217.37
4249481,35217.37
4249484,35217.37
4249552,35217.37
4249594,35217.37
4249604,35217.37
4249611,35217.37
4249659,35217.37
4249673,35217.37
4249696,35217.37
4249769,35217.37
4249780,35217.37
4249782,35217.37
4249793,35217.37
4249882,35217.37
4249885,35217.37
4249890,35217.37
4249891,35217.37
4249899,35217.37
4249903,35217.37
4250001,35217.37
4250015,35217.37
4250037,35217.37
4250045,35217.37
4250167,35217.37
4250168,35217.37
4250169,35217.37
4250171,35217.37
4250172,35217.37
4250177,35217.37
4250179,35217.37
4250183,35217.37
4250190,35217.37
4250191,35217.37
4250193,35217.37
4250194,35217.37
4250266,35217.37
4250269,35217.37
4250284,35217.37
4250287,35217.37
4250385,35217.37
4250387,35217.37
4250388,35217.37
4250394,35217.37
4250395,35217.37
4250396,35217.37
4250413,35217.37
4250414,35217.37
4250416,35217.37
4250417,35217.37
4250528,35217.37
4250530,35217.37
4250531,35217.37
4250544,35217.37
4250545,35217.37
4250712,35217.37
4250715,35217.37
4250717,35217.37
4250719,35217.37
4250727,35217.37
4250728,35217.37
4250730,35217.37
4250733,35217.37
4250734,35217.37
4250738,35217.37
4250742,35217.37
4250757,35217.37
4250759,35217.37
4250760,35217.37
4250918,35217.37
4250921,35217.37
4250922,35217.37
4250923,35217.37
4250929,35217.37
4250933,35217.37
4251078,35217.37
4251079,35217.37
4251096,35217.37
4251097,35217.37
4251101,35217.37
4251241,35217.37
4251246,35217.37
4251550,35217.37
4251552,35217.37
4251557,35217.37
4251558,35217.37
4251562,35217.37
4251563,35217.37
4251564,35217.37
4251565,35217.37
4251568,35217.37
4251570,35217.37
4251579,35217.37
4251585,35217.37
4251586,35217.37
4251592,35217.37
4251594,35217.37
4251597,35217.37
4251604,35217.37
4251606,35217.37
4251665,35217.37
4251677,35217.37
4251678,35217.37
4251757,35217.37
4251762,35217.37
4251935,35217.37
4251936,35217.37
4252084,35217.37
4252095,35217.37
4252099,35217.37
4252214,35217.37
4252219,35217.37
4252238,35217.37
4252241,35217.37
4252269,35217.37
4252422,35217.37
4252428,35217.37
4252436,35217.37
4252437,35217.37
4252460,35217.37
4252463,35217.37
4252501,35217.37
4252503,35217.37
4252507,35217.37
4252522,35217.37
4252523,35217.37
4252525,35217.37
4252587,35217.37
4252591,35217.37
4252665,35217.37
4252749,35217.37
4252750,35217.37
4252760,35217.37
4252761,35217.37
4252766,35217.37
4252767,35217.37
4252836,35217.37
4252841,35217.37
4252847,35217.37
4252848,35217.37
4252863,35217.37
4252870,35217.37
4252873,35217.37
4252929,35217.37
4252932,35217.37
4252955,35217.37
4252983,35217.37
4253063,35217.37
4253065,35217.37
4253068,35217.37
4253080,35217.37
4253125,35217.37
4253133,35217.37
4253137,35217.37
4253160,35217.37
4253273,35217.37
4253274,35217.37
4253307,35217.37
4253312,35217.37
4253336,35217.37
4253346,35217.37
4253347,35217.37
4253391,35217.37
4254186,35217.37
4254187,35217.37
4254189,35217.37
4254192,35217.37
4254194,35217.37
4254199,35217.37
4254202,35217.37
4254203,35217.37
4254204,35217.37
4254225,35217.37
4254299,35217.37
4254305,35217.37
