GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0500000US08007,08007,"Archuleta County, Colorado",5343,281,3739,259,2995,244,1604,210,5.2,1.9,3.9,2.4,3.2,2.6,9.5,5.0,4.5,1.9,2.1,1.6,0.5,0.6,12.4,5.2,12.9,2.8,10.9,3.7,8.9,3.6,17.3,5.3,12.2,3.4,10.0,3.6,6.3,2.6,15.1,6.0,16.9,3.1,17.2,3.6,17.3,4.0,15.5,6.3,18.5,2.9,20.1,3.7,22.0,4.1,14.7,4.9,11.6,3.1,15.0,4.2,17.9,4.7,3.6,2.4,12.3,2.9,14.0,3.7,15.5,3.9,8.7,4.9,2.2,1.0,3.0,1.5,3.8,1.8,0.0,2.0,3.5,1.2,3.7,1.4,4.6,1.8,3.1,2.2,48186,4962,58899,7686,65841,7118,33325,3251,64034,3848,70166,4792,N,N,48479,9143,26.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.7,(X)
0500000US08009,08009,"Baca County, Colorado",1637,85,1087,78,917,61,550,71,11.1,2.6,6.0,3.1,5.2,3.3,21.1,5.4,7.0,2.3,3.6,2.0,1.5,1.1,16.0,5.4,14.7,2.3,12.1,3.1,10.8,3.4,19.1,4.7,12.3,2.4,13.7,3.2,13.2,3.4,9.3,3.6,16.7,2.6,18.6,3.7,19.1,4.1,12.0,4.1,18.2,2.6,22.2,3.6,23.6,4.3,9.8,4.0,10.6,3.0,12.7,3.7,14.7,4.3,7.1,4.4,6.0,1.5,7.4,2.1,7.5,2.4,2.7,2.1,1.2,0.9,1.1,0.9,1.2,0.9,1.5,1.9,2.3,1.4,2.7,2.0,3.2,2.3,1.5,2.1,38625,2604,45144,4644,50071,4531,21000,2853,50493,3996,57934,5954,N,N,34919,6501,31.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.2,(X)
0500000US08011,08011,"Bent County, Colorado",1788,278,1209,182,907,159,579,159,10.0,3.5,5.2,3.4,0.7,0.6,21.1,6.9,9.2,3.6,6.9,4.7,6.2,5.3,14.0,5.8,12.2,3.1,10.8,4.1,9.7,5.0,14.5,5.3,11.4,3.6,12.7,4.3,11.6,5.3,10.5,6.3,22.1,5.4,23.7,6.1,22.9,6.4,16.4,7.8,18.6,5.1,19.9,6.0,22.7,6.0,17.8,8.7,7.5,3.0,9.1,4.3,11.7,5.8,2.1,2.0,6.0,3.0,7.3,3.8,8.7,5.0,3.5,3.7,1.2,1.4,1.8,2.1,2.4,2.8,0.0,5.5,1.8,1.2,2.6,1.7,3.4,2.2,0.2,0.5,39053,2566,42764,3161,49152,6769,26042,10850,51036,5482,59269,7190,N,N,32696,4868,25.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.2,(X)
0500000US08013,08013,"Boulder County, Colorado",121526,842,71826,1026,56895,1035,49700,1019,6.6,0.5,2.7,0.4,1.0,0.3,13.1,1.2,3.6,0.4,1.5,0.3,0.5,0.2,6.8,0.8,8.3,0.5,5.3,0.6,3.5,0.6,13.1,0.9,8.0,0.5,5.4,0.6,3.8,0.5,11.9,1.0,11.3,0.6,9.1,0.7,7.0,0.5,14.3,1.2,15.5,0.7,15.0,0.8,14.5,0.8,16.0,1.0,12.0,0.7,13.4,0.9,14.2,1.0,9.9,0.9,16.7,0.7,21.8,1.1,24.7,1.1,9.1,0.9,8.8,0.6,12.2,0.9,14.4,1.0,3.3,0.6,9.2,0.5,13.6,0.8,16.5,1.0,2.4,0.4,69407,1451,94938,2070,109644,2399,40035,1445,94871,1764,119501,2669,134623,3122,56799,1779,23.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.2,(X)
0500000US08014,08014,"Broomfield County, Colorado",22651,425,15526,396,13054,387,7125,381,4.0,0.8,2.3,0.9,1.0,0.6,8.2,2.0,2.8,0.7,1.1,0.5,0.2,0.2,6.6,1.9,6.3,1.2,3.3,0.9,2.0,0.7,13.2,3.0,7.1,1.1,4.5,1.1,4.0,1.3,13.1,2.3,9.3,1.3,8.1,1.4,6.1,1.3,13.7,2.6,16.9,1.7,16.3,1.9,16.2,2.1,18.1,3.4,15.0,1.5,15.8,1.9,15.9,2.0,13.2,2.9,21.0,1.5,25.1,1.8,27.1,2.1,9.8,2.3,9.1,1.2,12.0,1.8,13.8,2.0,2.4,1.2,8.6,1.3,11.6,1.8,13.6,2.2,1.6,1.0,80430,3515,97070,5423,106556,4975,42401,5927,99462,3546,117024,4855,N,N,57427,4963,22.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.4,(X)
0500000US08015,08015,"Chaffee County, Colorado",7735,332,5161,324,4111,301,2574,277,5.3,1.9,2.8,1.7,0.5,0.6,12.9,4.9,4.7,1.7,3.2,1.9,1.0,0.9,9.7,3.3,11.9,2.3,7.4,2.3,5.7,2.3,22.9,4.9,11.9,2.2,8.9,2.0,7.3,2.1,13.3,4.3,17.0,2.5,19.2,3.6,18.0,3.9,12.5,3.3,21.7,3.1,24.4,3.7,26.2,4.3,16.1,5.0,14.7,2.0,18.4,3.0,22.0,3.7,7.0,3.2,7.8,2.0,9.0,2.4,11.0,3.1,4.3,2.7,2.4,0.9,3.2,1.3,3.9,1.7,0.7,0.8,2.5,1.2,3.4,1.7,4.3,2.1,0.6,0.5,48528,3627,57982,5173,68250,3958,28111,4125,62146,4370,72369,6502,N,N,39117,4229,26.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.1,(X)
0500000US08017,08017,"Cheyenne County, Colorado",788,75,511,46,454,51,277,54,4.6,1.9,1.2,1.2,0.0,6.9,12.3,5.4,7.7,3.3,0.6,0.7,0.7,0.9,20.9,8.9,8.0,3.2,3.9,3.1,3.5,3.1,15.5,6.9,10.3,4.0,9.0,4.2,7.3,3.9,15.9,7.9,15.5,4.2,18.8,5.7,18.3,5.6,6.9,3.9,25.6,5.4,27.4,6.6,28.2,6.9,20.2,7.4,12.8,3.6,17.2,4.9,18.9,5.3,4.7,4.2,10.9,3.6,14.9,5.1,15.2,5.2,3.6,3.8,1.4,1.2,2.2,1.8,2.4,2.1,0.0,11.1,3.2,2.3,4.9,3.5,5.5,4.0,0.0,11.1,53900,6063,65792,6441,67000,3817,26094,6396,62111,5581,75976,7363,N,N,35432,5188,40.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),45.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.3,(X)
0500000US08019,08019,"Clear Creek County, Colorado",4103,168,2504,198,2195,173,1599,220,4.7,2.1,3.2,2.7,1.5,1.6,7.1,3.2,3.0,1.6,1.2,1.4,0.3,0.4,5.9,2.8,7.6,2.4,3.4,2.7,3.1,3.0,14.3,5.0,8.5,2.6,5.9,2.6,2.9,1.8,12.9,4.9,9.9,2.9,5.3,2.5,5.5,2.8,17.1,6.6,20.2,3.8,23.4,5.9,23.8,6.2,14.8,5.1,16.2,4.0,16.9,5.0,17.7,5.1,14.8,4.9,18.6,3.7,26.4,5.4,29.1,5.7,6.5,3.5,6.1,2.1,5.7,2.5,6.3,2.9,6.8,3.7,5.3,2.3,8.6,3.7,9.8,4.2,0.0,2.0,68531,4814,83239,9802,93594,14544,43474,3550,93440,14003,117670,21631,N,N,55319,5637,22.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.6,(X)
0500000US08021,08021,"Conejos County, Colorado",3023,132,2197,146,1612,116,826,108,12.3,2.8,6.9,2.6,3.5,1.6,26.9,6.8,10.0,2.3,5.2,1.9,3.1,1.5,22.9,6.5,14.6,2.9,14.8,3.2,11.3,3.0,14.5,5.1,11.2,2.3,10.7,2.8,12.6,3.4,13.2,3.1,11.2,2.6,12.7,3.0,13.5,3.8,8.4,4.0,19.5,3.0,22.8,3.9,24.8,4.6,9.0,4.0,10.7,2.3,13.4,3.2,15.8,4.0,2.7,2.6,9.6,2.6,12.4,3.4,14.5,4.0,2.1,2.3,0.8,0.5,0.9,0.6,0.7,0.5,0.5,0.8,0.1,0.2,0.2,0.3,0.2,0.3,0.0,3.9,37357,5218,49097,6475,56290,6725,15156,2871,47751,2756,55318,3541,N,N,26208,2873,30.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.9,(X)
0500000US08023,08023,"Costilla County, Colorado",1396,115,847,104,665,102,549,102,13.3,4.7,5.8,3.4,3.9,3.6,25.0,8.0,10.0,3.5,8.3,4.0,6.6,4.0,12.8,6.2,19.7,5.3,19.0,6.1,16.1,7.1,22.8,8.4,7.6,2.5,7.6,3.4,8.4,4.0,6.9,3.7,20.5,5.1,23.6,6.8,24.8,8.1,14.4,7.0,10.3,4.0,10.4,4.0,11.7,4.8,10.2,6.9,9.6,4.0,12.8,5.1,16.1,6.7,4.7,5.4,5.7,2.2,9.4,3.5,9.3,4.0,0.0,5.7,1.6,1.3,1.9,1.9,1.4,1.8,1.3,1.8,1.6,1.4,1.3,1.4,1.7,1.8,2.0,2.8,33594,9414,42043,3351,44309,3863,20280,3011,46762,7241,51955,6055,N,N,38367,15265,25.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),16.8,(X)
0500000US08025,08025,"Crowley County, Colorado",1173,143,770,102,536,89,403,98,14.2,3.9,10.6,5.1,6.9,5.4,21.1,7.2,9.2,3.6,4.7,4.0,2.1,2.0,17.9,7.6,15.3,3.5,14.9,4.7,9.9,4.9,16.1,6.4,14.5,5.3,11.0,4.5,12.1,5.4,21.8,10.5,17.2,4.8,20.3,6.2,20.0,7.3,10.7,6.1,17.0,4.3,21.8,6.1,25.6,7.2,8.9,5.1,5.5,2.4,7.1,3.4,9.9,4.9,1.0,1.8,4.1,2.1,5.3,3.0,7.6,4.3,1.7,2.4,1.4,1.2,1.8,1.9,2.6,2.6,0.5,0.9,1.6,1.6,2.3,2.4,3.4,3.4,0.2,0.6,31534,6500,41953,3671,49375,4068,21250,5701,42370,4508,49558,5961,N,N,28105,4830,28.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.0,(X)
0500000US08027,08027,"Custer County, Colorado",2125,133,1337,110,1228,120,788,173,9.8,4.3,3.8,3.6,3.5,3.8,20.1,9.1,8.0,3.6,5.8,4.5,4.9,4.5,11.5,5.5,17.2,5.2,12.4,6.1,11.4,6.4,26.8,12.0,19.7,6.3,22.2,8.8,22.6,9.7,14.0,7.3,8.0,3.3,9.6,4.7,8.2,4.6,7.0,4.8,20.5,5.8,26.7,8.4,28.3,9.2,8.5,6.2,8.3,3.8,9.1,4.3,9.9,4.6,7.0,7.2,5.1,2.7,5.9,3.6,6.4,3.9,3.7,4.1,0.8,1.0,0.4,0.7,0.5,0.7,1.5,2.3,2.5,2.0,4.0,3.1,4.3,3.4,0.0,4.0,32261,3144,41394,14133,48542,16297,21289,4788,51552,8589,62569,13602,N,N,32271,7794,34.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.5,(X)
0500000US08029,08029,"Delta County, Colorado",12527,343,8386,383,6684,435,4141,383,8.8,1.7,5.1,1.7,2.2,1.2,18.6,4.1,8.1,1.6,3.1,1.2,1.9,1.0,18.9,4.3,13.3,1.9,10.8,2.0,7.7,2.1,19.3,3.8,12.1,1.5,12.4,1.9,10.9,2.0,10.4,2.9,15.6,1.8,16.0,2.2,17.0,2.3,12.8,3.4,16.9,2.3,21.1,2.9,23.5,3.1,8.9,2.9,12.1,1.7,15.1,2.4,17.4,2.7,6.2,2.4,7.9,1.3,10.0,1.9,11.3,2.3,2.9,1.6,2.6,0.8,3.8,1.1,4.6,1.4,0.0,0.8,2.5,0.8,2.8,0.9,3.5,1.2,2.1,1.6,42389,2595,52183,3130,60221,2568,21892,2146,59629,4835,68539,5077,N,N,39470,8800,30.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.4,(X)
0500000US08031,08031,"Denver County, Colorado",271054,1382,130387,1910,90778,1759,140667,1651,8.8,0.4,5.7,0.5,1.9,0.3,12.3,0.6,5.5,0.3,3.5,0.3,1.7,0.3,7.7,0.6,10.2,0.4,8.7,0.5,6.1,0.6,12.2,0.6,10.2,0.4,8.6,0.6,6.8,0.6,11.8,0.6,13.5,0.5,12.7,0.7,11.4,0.7,14.6,0.6,16.5,0.5,15.4,0.7,15.4,0.8,17.0,0.7,11.7,0.5,13.2,0.7,14.8,0.9,9.6,0.6,12.0,0.4,14.6,0.6,18.3,0.9,9.1,0.5,5.2,0.3,7.8,0.5,10.0,0.6,2.7,0.3,6.4,0.2,9.9,0.4,13.5,0.6,2.9,0.3,51800,682,66522,1851,86169,1875,40867,858,77658,1122,96611,1739,117298,2423,58206,1406,25.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.7,(X)
0500000US08033,08033,"Dolores County, Colorado",759,79,456,63,382,57,303,71,15.2,5.2,11.2,6.5,5.8,5.2,21.1,9.8,6.3,3.0,2.2,2.3,1.3,1.9,12.5,7.7,15.5,4.3,11.0,4.7,9.9,5.0,22.4,8.6,15.0,4.9,19.7,7.5,19.9,7.6,10.2,6.9,14.2,6.7,12.7,6.6,14.7,7.8,16.5,13.4,15.0,5.1,20.6,7.0,22.5,7.7,6.6,7.2,9.4,4.3,10.3,5.1,11.8,5.9,5.6,7.7,5.8,3.0,7.5,4.6,8.4,5.2,3.3,3.6,1.7,1.3,2.9,2.2,3.4,2.6,0.0,10.2,1.8,1.5,2.0,2.0,2.4,2.4,1.7,2.3,32578,5776,45242,9480,47241,11903,22688,8882,46210,6631,54322,7927,N,N,32633,8540,38.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),38.9,(X)
0500000US08035,08035,"Douglas County, Colorado",105404,613,82156,823,69888,1134,23248,756,2.2,0.3,1.5,0.3,0.7,0.2,5.1,0.9,1.5,0.3,0.7,0.2,0.4,0.1,4.3,1.0,3.5,0.4,2.2,0.4,1.4,0.3,8.4,1.2,4.6,0.4,3.2,0.4,2.2,0.4,10.6,1.2,7.5,0.6,5.8,0.5,4.8,0.5,13.9,1.7,14.2,0.8,12.7,0.8,11.4,0.8,20.6,1.9,14.7,0.8,14.8,0.8,14.3,0.9,14.1,1.7,24.8,0.9,27.3,1.0,29.5,1.2,15.4,1.4,13.2,0.8,15.3,1.0,16.8,1.1,4.0,0.8,13.9,0.7,16.6,0.8,18.6,0.9,3.7,0.9,102626,1592,114230,1630,122005,1749,57596,2987,123768,2139,136452,2283,146482,2597,73738,3784,19.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),19.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19.2,(X)
0500000US08037,08037,"Eagle County, Colorado",18038,591,11674,659,9516,613,6364,485,3.0,1.2,3.1,1.8,1.4,0.9,3.7,1.6,1.9,0.8,1.6,1.0,1.4,1.0,2.7,1.2,5.9,1.4,3.5,1.4,1.7,0.9,10.4,3.0,6.4,1.5,4.9,1.9,3.3,1.4,9.9,3.3,13.2,2.7,11.9,3.0,10.9,3.3,15.4,4.8,20.5,2.9,17.7,2.8,16.2,2.9,25.4,5.8,13.6,2.2,15.5,2.8,16.8,3.2,11.8,3.5,16.8,2.2,18.2,2.5,21.0,2.9,12.2,3.4,9.0,1.4,12.2,2.1,14.6,2.6,2.6,1.3,9.7,1.6,11.5,2.3,12.8,2.9,6.0,2.7,73774,5282,86729,5783,97734,7043,57881,9576,104924,6169,115174,7455,N,N,81758,11448,35.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.3,(X)
0500000US08039,08039,"Elbert County, Colorado",8259,164,6164,251,5469,269,2095,238,3.4,1.2,1.6,0.8,0.4,0.4,9.2,4.1,1.9,0.7,0.8,0.4,0.5,0.3,4.9,2.6,4.9,1.4,3.5,1.3,3.1,1.3,9.5,3.8,5.7,1.5,3.4,1.1,2.8,1.1,12.6,4.7,10.3,1.9,9.0,2.1,8.6,2.2,14.6,4.1,19.3,2.5,19.5,3.0,18.1,3.0,21.0,4.5,17.0,2.5,17.7,2.9,19.3,3.2,12.8,4.5,20.1,2.3,23.6,2.9,24.9,3.4,8.4,3.5,8.4,1.4,10.2,1.8,10.8,1.9,3.3,2.5,8.9,2.1,10.7,2.5,11.5,2.8,3.7,3.1,82154,4193,91010,5542,95726,5029,48616,8536,100199,6460,111128,7736,N,N,66008,10776,27.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.9,(X)
0500000US08041,08041,"El Paso County, Colorado",240154,1073,163634,1270,126375,1557,76520,1314,5.8,0.3,4.0,0.3,1.2,0.2,11.1,0.7,4.0,0.3,2.1,0.2,1.0,0.2,8.4,0.7,9.7,0.4,6.7,0.5,4.4,0.4,16.6,0.9,9.4,0.4,7.3,0.5,5.7,0.4,14.8,0.9,13.9,0.5,12.9,0.6,11.3,0.6,17.0,0.9,19.3,0.5,19.8,0.6,20.5,0.6,16.8,0.6,13.1,0.5,15.5,0.6,17.4,0.7,7.3,0.6,14.7,0.4,18.6,0.6,22.3,0.7,5.4,0.6,5.7,0.3,7.4,0.4,9.0,0.5,1.6,0.4,4.4,0.3,5.8,0.3,7.2,0.4,1.0,0.3,57487,819,70981,1242,82387,1051,34328,723,76178,1050,88673,1426,100687,1679,46038,1693,24.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.3,(X)
0500000US08043,08043,"Fremont County, Colorado",16600,644,10670,529,8590,434,5930,528,7.7,1.3,5.0,1.4,2.3,1.0,13.0,3.3,8.0,1.4,4.8,1.6,1.8,1.1,14.1,3.0,12.8,1.7,9.6,1.9,7.0,1.8,20.7,3.5,14.8,1.8,13.0,2.2,12.5,2.4,17.7,3.3,16.6,1.5,17.2,1.8,18.2,2.1,14.0,2.9,19.2,2.0,21.2,2.7,24.2,3.1,15.3,3.8,9.8,1.4,13.4,1.9,15.3,2.3,2.9,1.5,7.5,1.2,10.8,1.8,12.7,2.2,1.5,0.9,2.0,0.6,2.9,0.9,3.5,1.2,0.6,0.5,1.6,0.5,2.2,0.7,2.5,0.8,0.3,0.4,40569,1721,50433,2152,57738,2968,26128,1842,52361,2007,62389,2599,N,N,33039,2828,27.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.3,(X)
0500000US08045,08045,"Garfield County, Colorado",20330,486,14539,543,11767,586,5791,461,4.7,1.4,2.5,1.1,1.2,0.6,11.2,3.6,3.0,0.8,2.4,0.9,1.6,0.9,5.6,2.3,10.6,2.0,7.8,2.0,6.5,2.0,18.7,4.2,8.8,1.5,9.6,1.8,7.8,2.0,8.0,2.3,14.8,2.0,12.7,2.0,10.7,2.0,19.2,4.0,20.3,2.1,20.0,2.5,20.3,2.8,20.2,3.4,14.9,2.1,16.5,2.5,19.2,3.0,9.3,2.9,14.6,1.7,18.4,2.2,20.7,2.5,5.1,2.1,4.8,1.0,5.8,1.2,6.7,1.4,1.7,1.6,3.4,0.8,4.3,1.1,5.3,1.4,0.9,0.7,57214,3527,68237,5485,76995,3631,40956,2676,72499,3115,81587,3866,N,N,46764,4034,25.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.9,(X)
0500000US08047,08047,"Gilpin County, Colorado",2463,209,1395,143,1234,148,1068,235,3.5,1.9,1.9,1.9,2.1,2.1,5.5,4.2,3.9,3.0,2.7,2.5,2.6,2.8,5.4,5.6,10.5,4.8,4.9,4.1,2.5,2.4,20.9,10.8,7.2,3.1,5.3,4.1,2.3,2.2,9.6,5.4,10.5,4.3,3.3,2.1,2.6,2.0,16.9,8.0,25.6,6.3,30.0,8.9,31.0,9.4,20.6,8.5,12.5,4.2,13.0,5.1,14.7,5.8,11.9,6.4,15.0,4.7,19.8,6.4,21.3,7.0,8.0,8.0,6.8,4.1,11.1,6.8,12.6,7.7,1.2,1.9,4.6,3.5,8.1,6.1,8.3,6.7,0.0,3.0,65851,9146,82930,23252,87639,18898,39014,11165,82103,11745,105335,17001,N,N,49494,9987,25.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.0,(X)
0500000US08049,08049,"Grand County, Colorado",5208,438,3262,367,2750,360,1946,301,5.5,2.1,3.2,2.3,2.3,2.5,9.6,4.5,3.1,1.6,1.6,1.2,1.3,1.2,6.4,4.1,5.4,2.2,3.0,1.5,1.1,0.8,10.2,5.2,9.7,2.9,9.9,3.8,9.1,4.1,9.5,3.5,13.8,3.7,11.0,4.2,8.3,4.0,18.7,6.7,22.8,4.6,25.0,6.2,25.3,6.7,17.5,5.1,15.8,4.3,16.4,5.5,18.2,6.2,15.1,7.2,15.3,3.9,20.0,5.3,22.7,6.1,8.2,5.5,4.3,2.0,3.9,2.4,4.6,2.9,4.1,3.5,4.3,3.3,6.0,4.9,7.1,5.8,0.8,0.9,64109,5270,71995,6014,79635,9096,43829,7422,76866,9427,87590,13972,N,N,56293,8179,45.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),50.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.1,(X)
0500000US08051,08051,"Gunnison County, Colorado",6336,274,3604,273,2918,220,2732,279,7.8,2.3,5.1,2.8,1.4,1.0,13.4,4.4,4.5,1.9,0.7,0.6,0.7,0.6,9.5,4.5,10.2,2.2,7.5,3.2,3.6,1.9,18.4,4.7,8.9,2.2,7.2,2.9,6.2,2.8,11.6,4.0,17.9,2.8,14.6,3.4,13.3,3.8,18.6,4.5,20.5,3.4,22.3,4.1,25.4,4.6,14.3,4.2,14.9,2.8,21.1,3.8,24.2,4.6,7.1,3.3,9.5,2.3,13.8,3.8,15.7,4.3,3.7,1.7,3.2,1.4,4.7,2.4,5.8,3.0,1.1,1.2,2.7,1.5,3.1,1.7,3.7,2.0,2.2,2.2,51371,6681,68654,5287,74471,8964,31600,4822,64592,4679,77775,6445,N,N,44515,6989,38.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.8,(X)
0500000US08053,08053,"Hinsdale County, Colorado",418,59,281,52,271,52,137,46,3.1,3.2,0.0,10.9,0.0,11.3,9.5,9.8,4.8,3.2,3.2,3.3,3.3,3.4,8.0,7.5,15.3,6.9,9.6,6.0,10.0,6.2,27.0,14.9,7.7,4.2,9.3,5.3,8.9,5.6,5.8,6.1,11.2,5.0,9.3,5.2,8.1,5.2,15.3,11.0,18.9,7.1,19.6,8.9,20.3,9.3,16.1,10.8,16.0,5.8,22.4,8.0,21.8,8.1,5.8,7.3,14.8,7.3,16.7,9.5,17.3,9.8,8.0,6.6,4.5,3.5,6.8,5.3,7.0,5.5,0.0,20.9,3.6,3.0,3.2,3.1,3.3,3.2,4.4,6.2,55682,6640,71250,26744,71750,26483,31875,14691,74667,13639,81481,10831,N,N,59303,29391,45.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),50.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.3,(X)
