# Resources/readings to go into assignment
# Each resource must be associated with a repo (including a % repo if not an actual github repository).
# The second field is the (0-based) number of the associated column
# (resources are currently split into two columns)
# If the 4th field is in books.csv, the link from there will be substituted.
# The 5th field is optional; if present will be added after the descriptions, outside of the link.
# Commas are allowed in the 5th field ONLY

probability-distributions, 0, Review of Probability Theory, http://cs229.stanford.edu/section/cs229-prob.pdf
probability-distributions, 0, Basic Probability, https://seeing-theory.brown.edu/basic-probability/index.html
probability-distributions, 1, Types of probability distributions, https://www.youtube.com/watch?v=b9a27XN_6tg
probability-distributions, 1, Constructing a probability distribution, https://www.youtube.com/watch?v=cqK3uRoPtk0

binomial-tests, 0, Binomial Distribution and Test, https://www.youtube.com/watch?v=J8jNoF-K8E8
binomial-tests, 1, Binomial testing, https://www.youtube.com/watch?v=J8jNoF-K8E8
binomial-tests, 1, p-value, https://www.youtube.com/watch?v=5Z9OIYA8He8

sampling-distributions, 0, Bootstrapping Intro, https://www.youtube.com/watch?v=_nhgHjdLE-I
sampling-distributions, 0, Frequentist Inference, https://seeing-theory.brown.edu/frequentist-inference/index.html
sampling-distributions, 1, Introduction to sampling distributions, https://www.khanacademy.org/math/ap-statistics/sampling-distribution-ap/what-is-sampling-distribution/v/introduction-to-sampling-distributions
sampling-distributions, 1, Sampling Distributions, https://www.youtube.com/watch?v=XLCWeSVzHUU

law-of-large-numbers, 0, Law of Large Numbers, https://en.wikipedia.org/wiki/Law_of_large_numbers

central-limit-theorem, 0, The Central Limit Theorem, https://www.youtube.com/watch?v=YAlJCEDH2uY
central-limit-theorem, 0, Central Limit Theorem, https://www.khanacademy.org/math/ap-statistics/sampling-distribution-ap/sampling-distribution-mean/v/central-limit-theorem
central-limit-theorem, 1, Central Limit Theorem, https://www.youtube.com/watch?v=YAlJCEDH2uY

maximum-likelihood, 0, Maximum Likelihood, https://www.youtube.com/watch?v=XepXtl9YKwc
maximum-likelihood, 0, Maximum Likelihood for Normal Distribution, https://www.youtube.com/watch?v=Dn6b9fCIUpM, Optional
maximum-likelihood, 0, MLE part 0, https://www.youtube.com/watch?v=I_dhPETvll8
maximum-likelihood, 0, MLE part 2, https://www.youtube.com/watch?v=Z582V53dfr8
maximum-likelihood, 0, MLE part 3, https://www.youtube.com/watch?v=jpHreXjtw1Q

hypothesis-testing, 0, z-test VS t-test, https://www.youtube.com/watch?v=5ABpqVSx33I
hypothesis-testing, 0, Hypothesis Testing, https://www.youtube.com/watch?v=-FtlH4svqx4

statistical-power, 0, Power Analysis, https://www.youtube.com/watch?v=lHI5oEgNkrk
statistical-power, 1, Power, https://www.youtube.com/watch?v=Rsc5znwR5FA

bayes-intro, 0, Bayesian Intuition, https://www.youtube.com/watch?v=HZGCoVF3YvM
bayes-testing, 0, Introduction to Bayesian statistics part I, https://mathcs.clarku.edu/~djoyce/ma218/bayes1.pdf
bayes-testing, 0, Introduction to Bayesian statistics part II, https://mathcs.clarku.edu/~djoyce/ma218/bayes2.pdf

docker, 0, Getting Started with Docker, https://docs.docker.com/get-started/, wait to install until class
docker, 1, What is Docker?, https://www.youtube.com/watch?v=u-YWtdbpEhQ

aws, 0, AWS setup, https://github.com/GalvanizeDataScience/unix/blob/master/setup_aws.md
aws, 0, Getting Started with AWS, https://aws.amazon.com/start-now/
aws, 0, About AWS, https://aws.amazon.com/about-aws/
aws, 1, What is AWS in 5 minutes, https://www.youtube.com/watch?v=3XFODda6YXo

sql-intro, 0, SQL Zoo, https://sqlzoo.net, tutorial 1&ndash;9
sql-intro, 0, Visual Explanation of Joins, http://blog.codinghorror.com/a-visual-explanation-of-sql-joins/
sql-intro, 1, What is SQL?, https://www.youtube.com/watch?v=27axs9dO7AE

web-scraping, 0, Little book of MongoDB, http://openmymind.net/mongodb.pdf
web-scraping, 0, Basic Web Scaping, https://medium.freecodecamp.org/how-to-scrape-websites-with-python-and-beautifulsoup-5946935d93fe
web-scraping, 0, Web Scraping Using BeautifulSoup, https://www.dataquest.io/blog/web-scraping-tutorial-python/
web-scraping, 1, Understanding MongoDB, https://www.youtube.com/watch?v=HWZRio7ukrk

algorithmic-complexity, 0, Introduction to Algorithms, Algorithms, Chapter 2 pg 16&ndash;42

spark-rdds, 0, Learning Spark, Spark, pg 1&ndash;22
spark-rdds, 0, Learning Spark, Spark, ch 11; Optional
spark-rdds, 1, What is Spark?, https://www.youtube.com/watch?v=QaoJNXW6SQo&t=93s

knn, 0, K-Nearest Neighbors, ISLR, pg 39&ndash;42, 104&ndash;109
knn, 0, Classifying with k-Nearest Neighbors, MLIA, Section 2.1
knn, 0, KNN (Learn), https://learn-2.galvanize.com/cohorts/%cohortid%/blocks/244/content_files/knn/README.md
knn, 1, StatQuest - KNN, https://www.youtube.com/watch?v=HVXime0nQeI

cross-validation, 0, The Bias-Variance Trade-Off, ISLR, 2.2.2
cross-validation, 0, Cross Validation, ISLR, 5&ndash;5.1.4
cross-validation, 0, Bias-Variance (Learn), https://learn-2.galvanize.com/cohorts/%cohortid%/blocks/244/content_files/bias-variance/readme.md
cross-validation, 0, Cross Validation (Learn), https://learn-2.galvanize.com/cohorts/%cohortid%/blocks/244/content_files/cross-validation/readme.md
cross-validation, 1, Cross Validation, https://www.youtube.com/watch?v=fSytzGwwBVw

linear-regression-eda, 0, Linear Regression, ISLR, 3.3&ndash;3.4
inferential-regression, 1, Linear Regression(video), https://www.youtube.com/watch?v=nk2CQITm_eo
inferential-regression, 1, Linear Regression(blog), https://towardsdatascience.com/linear-regression-using-python-b136c91bf0a2

inferential-regression, 0, Practical Regression, https://cran.r-project.org/doc/contrib/Faraway-PRA.pdf
inferential-linear-regression, 0, Practical Regression, https://cran.r-project.org/doc/contrib/Faraway-PRA.pdf

regularized-regression, 0, Regularization, ISLR, 6-6.1 pg 203&ndash;214, Optional
regularized-regression, 0, Shrinkage Methods, ISLR, 6.2 pg 214&ndash;228
regularized-regression, 0, Regularization (Learn), https://learn-2.galvanize.com/cohorts/%cohortid%/blocks/244/content_files/regularized-regression/readme.md
regularized-regression, 1, Regularization, https://www.youtube.com/watch?v=KvtGD37Rm5I&list=PLLssT5z_DsK-h9vYZkQkYNWcItqhlRJLN&index=40

logistic-regression, 0, Logistic Regression, MLIA, Chapter 5 pg 83&ndash;90
logistic-regression, 0, Logistic Regression, ISLR, pg 127&ndash;137
logistic-regression, 1, Logistic Regression,https://www.youtube.com/watch?v=OCwZyYH14uw

gradient-descent, 0, Andrew Ng notes, Ng, 1&ndash;7, 16&ndash;19
gradient-descent, 1, Gradient Decent, https://www.coursera.org/lecture/machine-learning/gradient-descent-8SpIM

decision-rules, 1, ROC curves, https://www.dataschool.io/roc-curves-and-auc-explained/

decision-trees, 0, Recursion, https://runestone.academy/runestone/books/published/pythonds/Recursion/toctree.html
decision-trees, 0, Recursion, https://github.com/GalvanizeDataScience/welcome/tree/master/readings/recursion
decision-trees, 0, Visual Introduction to Decision Trees, http://www.r2d3.us/visual-intro-to-machine-learning-part-1/
decision-trees, 0, Decision Trees, MLIA, 3&ndash;3.1 pg 37&ndash;48
decision-trees, 0, Decision Trees (Learn), https://learn-2.galvanize.com/cohorts/%cohortid%/blocks/244/content_files/dec_tree/README.md
decision-trees, 1, Decision Trees, https://www.youtube.com/watch?v=7VeUPuFGJHk

random-forests-application, 0, Ensembles, ISLR, 8.2 pg 316&ndash;321
random-forests-application, 1, Random Forest ,https://www.youtube.com/watch?v=J4Wdy0Wc_xQ&t=13s

gradient-boosted-regression, 0, Boosting, ISLR, 8.2.3 pg 321&ndash;323
gradient-boosted-regression, 0, Boosting Methods, ESL, 10&ndash;10.6 pg 337&ndash;350, Optional
gradient-boosted-regression, 1, Gradient Boosting, https://www.youtube.com/watch?v=3CC4N4z3GJc

perceptrons, 0, Neural Networks Demystified, https://www.youtube.com/watch?v=bxe2T-V8XRs, Parts 1&ndash;7
perceptrons, 0, What is a Neural Network, https://www.youtube.com/watch?v=aircAruvnKk, Parts 1 and 2
perceptrons, 0, Neural networks and deep learning with Torch, https://www.cs.ox.ac.uk/people/nando.defreitas/machinelearning/, Lecture 9
perceptrons, 1, Multi-layer Perceptrons, https://www.youtube.com/watch?v=bH6VnezBZfI

recurrent-neural-nets, 0, The Unreasonable Effectiveness of Recurrent Neural Networks, http://karpathy.github.io/2015/05/21/rnn-effectiveness/
recurrent-neural-nets, 0, Understanding LSTM Networks, https://colah.github.io/posts/2015-08-Understanding-LSTMs/

clustering, 0, Clustering, ISLR, pg 385&ndash;400

image-processing, 0, Digital Image Processing Basics, https://www.geeksforgeeks.org/digital-image-processing-basics/
image-processing, 1, Image processing, https://medium.com/future-vision/image-processing-and-its-future-implications-4-significant-benefits-65e8ead8d617
image-processing, 1, Edge Detection, https://www.youtube.com/watch?v=XuD4C8vJzEQ&list=PLkDaE6sCZn6Gl29AoE31iwdVwSG-KnDzF&index=2

convolutional-neural-nets, 0, Convolutional Neural Networks, https://cs231n.github.io/convolutional-networks/
convolutional-neural-nets, 0, Intuitive Explanation of CNNs, https://ujjwalkarn.me/2016/08/11/intuitive-explanation-convnets/


nlp, 0, Text Feature Extraction I, http://blog.christianperone.com/?p=1589
nlp, 0, Text Feature Extraction II, http://blog.christianperone.com/?p=1747
nlp, 0, Text Feature Extraction III, http://blog.christianperone.com/?p=2497
nlp, 0, NLP, NLP, Sections 1.1&ndash;1.7
nlp, 0, NLP in Python, http://www.datascienceassn.org/sites/default/files/Natural%20Language%20Processing%20with%20Python.pdf, 3.6 pg 107&ndash;108
nlp, 0, Scalability of Semantic Analysis in NLP, https://radimrehurek.com/phd_rehurek.pdf, Sections 1.1&ndash;1.7
nlp, 1, Basics of NLP, https://www.youtube.com/watch?v=d4gGtcobq8M

text-classification, 1, Naive Bayes, https://www.youtube.com/watch?v=NFd0ZQk5bR4

clustering, 1, 4 Types of Clustering,  https://www.youtube.com/watch?v=Se28XHI2_xE

pca, 0, PCA, ISLR, ch 10.2 pg 374&ndash;385
pca, 0, PCA Explained Visually, https://setosa.io/ev/principal-component-analysis/
pca, 1, StatsQuest - PCA, https://www.youtube.com/watch?v=HMOI_lkzW08

svd, 0, SVD, MMD, ch 11
svd, 1, SVD, https://www.youtube.com/watch?v=gXbThCXjZFM&t=13s

topic-modeling, 0, The why and how of NMF, https://blog.acolyer.org/2019/02/18/the-why-and-how-of-nonnegative-matrix-factorization/
topic-modeling, 0, NMF: A Simple Tutorial in Python, http://www.quuxlabs.com/blog/2010/09/matrix-factorization-a-simple-tutorial-and-implementation-in-python/

flask, 0, Flask, http://flask.pocoo.org/
flask, 0, Flask Tutorial, http://blog.miguelgrinberg.com/post/the-flask-mega-tutorial-part-i-hello-world
flask, 0, HTTP Methods, http://www.w3schools.com/tags/ref_httpmethods.asp

graphs-searching, 0, Social Network Analysis, SNA, ch 2 pg 19&ndash;38
graphs-searching, 0, Graphs, MMD, ch 10.1&ndash;10.2 pg 343&ndash;356

time-series, 0, Introduction to Time Series Analysis, https://algorithmia.com/blog/introduction-to-time-series
time-series, 0, Forecasting: principles and practice, https://otexts.com/fpp3/, ch 1&ndash;3, 8, 9
time-series, 0, Time Series Analysis and its Applications, https://www.stat.pitt.edu/stoffer/tsa4/tsa4.pdf, ch 1&ndash;3
time-series, 0, ARIMA Models in Python, http://conference.scipy.org/proceedings/scipy2011/pdfs/statsmodels.pdf

latent-dirichlet-allocation, 0, Guide to LDA, https://medium.com/@lettier/how-does-lda-work-ill-explain-using-emoji-108abf40fa7d

content-based-recommenders, 0, Content-Based Recommenders, MMD, ch 9.1&ndash;9.2 pg 307&ndash;320
similarity-based-recommenders, 0, Collaborative filtering, MMD, ch 9.3 pg 320&ndash;327
similarity-based-recommenders, 0, Collaborative filtering&ndash;based recommendation engines, MLIA, 14.4-14.5 pg 286&ndash;295
factorization-recommenders, 0, Dimensionality Reductions, MMD, ch 9.4&ndash;9.5 pg 328&ndash;340)

factorization-recommenders, 0, Matrix Factorization Techniques, https://datajobs.com/data-science-repo/Recommender-Systems-%5BNetflix%5D.pdf

transfer-learning, 0, Gentle Introduction to Transfer Learning, https://machinelearningmastery.com/transfer-learning-for-deep-learning/
multi-armed-bandit, 0, Multi-armed bandit, http://stevehanov.ca/blog/index.php?id=132

autoencoders, 0, Autoencoders, http://ufldl.stanford.edu/tutorial/unsupervised/Autoencoders/
transfer-learning, 0, Transfer Learning, https://machinelearningmastery.com/transfer-learning-for-deep-learning/

$

<!-- Week 4 -->
[r-mlia]:https://drive.google.com/file/d/0B1cm3fV8cnJwcUNWWnFaRWgwTDA/view?usp=sharing
[r-islr]:http://www-bcf.usc.edu/~gareth/ISL/ISLR%20Sixth%20Printing.pdf
[r-prac-reg]:https://cran.r-project.org/doc/contrib/Faraway-PRA.pdf



<!-- Week 7 -->
[r-recursion]:http://interactivepython.org/runestone/static/pythonds/index.html#recursion
[r-recu-prac]:https://github.com/gSchool/dsi-welcome/blob/19-01-DS-SF-g88/readings/recursion
[r-dec-tree-visual]:http://www.r2d3.us/visual-intro-to-machine-learning-part-1/
[r-esl]:https://web.stanford.edu/~hastie/ElemStatLearn/download.html
[r-nn]:https://www.youtube.com/watch?v=bxe2T-V8XRs
[r-ng-note]:http://cs229.stanford.edu/notes/cs229-notes1.pdf


<!-- Week 8 -->
[r-tfe-1]:http://blog.christianperone.com/?p=1589
[r-tfe-2]:http://blog.christianperone.com/?p=1747
[r-tfe-3]:http://blog.christianperone.com/?p=2497
[r-sem-ana]:https://radimrehurek.com/phd_rehurek.pdf
[r-nlp]:http://www.datascienceassn.org/sites/default/files/Natural%20Language%20Processing%20with%20Python.pdf
[r-mmd]:http://infolab.stanford.edu/~ullman/mmds/book.pdf
[r-nmf-py]:http://www.quuxlabs.com/blog/2010/09/matrix-factorization-a-simple-tutorial-and-implementation-in-python/
[r-sna]:http://www.asecib.ase.ro/mps/Social%20Network%20Analysis%20for%20Startups%20[2011].pdf


<!-- Week 9-->
[r-mab]:http://stevehanov.ca/blog/index.php?id=132

<!-- Week 10-->
[r-forecasting]:https://www.otexts.org/fpp3
[r-time-series]:https://github.com/GalvanizeDataScience/course-outline/blob/19-02-DS-SF-g92/notes/TimeSeries.pdf
[r-arima]:http://conference.scipy.org/proceedings/scipy2011/pdfs/statsmodels.pdf
[r-matrix-recom]:https://datajobs.com/data-science-repo/Recommender-Systems-%5BNetflix%5D.pdf
[r-graphlab]:https://turi.com/learn/userguide/recommender/choosing-a-model.html

<!-- Week 11-->
[r-autoencoder]:http://ufldl.stanford.edu/tutorial/unsupervised/Autoencoders/
[r-word-embedding]:https://arxiv.org/pdf/1301.3781.pdf
[r-convnets]:https://ujjwalkarn.me/2016/08/11/intuitive-explanation-convnets/
[r-transfer]:https://machinelearningmastery.com/transfer-learning-for-deep-learning/
[r-flask]:http://flask.pocoo.org/
[r-flask-tutorials]:http://blog.miguelgrinberg.com/post/the-flask-mega-tutorial-part-i-hello-world
[r-get-post]:http://www.w3schools.com/tags/ref_httpmethods.asp

<!-- Week 13-->
[r-120-Qs]:https://github.com/GalvanizeDataScience/course-outline/blob/19-02-DS-SF-g92/interview-prep/120_Interview_Questions.pdf
[r-takehome]:https://github.com/GalvanizeDataScience/course-outline/blob/19-02-DS-SF-g92/interview-prep/takehome/take-home-guide.md
[r-model-comp]:https://github.com/GalvanizeDataScience/course-outline/blob/19-02-DS-SF-g92/interview-prep/review/Model_Comparison_Guide.md
[r-business]:https://github.com/GalvanizeDataScience/course-outline/blob/19-02-DS-SF-g92/interview-prep/business/business_analytics_reading.md
[polya]:https://math.berkeley.edu/~gmelvin/polya.pdf



[r-multiproc]:https://www.youtube.com/watch?v=X2mO1O5Nuwg
[r-intro-parallel]:http://sebastianraschka.com/Articles/2014_multiprocessing.html
[r-intro-threading]:http://pymotw.com/2/threading/
